12,Thomas Morstead,NO,P,16,810,636,61,50.6,39.8,0,0,0,5,2,2,12,134,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2013&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2013,PRE,PUNTING,1
13,Spencer Lanning,CLE,P,17,797,689,65,46.9,40.5,0,0,1,7,2,3,11,68,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2013&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2013,PRE,PUNTING,1
14,Brad Nortman,CAR,P,16,786,651,64,49.1,40.7,0,0,1,3,3,2,10,75,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2013&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2013,PRE,PUNTING,1
15,Chris Jones,DAL,P,22,980,822,64,44.5,37.4,0,0,6,11,0,5,11,158,1,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2013&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2013,PRE,PUNTING,1
16,Dave Zastudil,ARI,P,16,770,667,63,48.1,39.2,1,1,3,8,1,2,9,83,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2013&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2013,PRE,PUNTING,1
17,Jeff Locke,MIN,P,17,741,634,61,43.6,37.3,0,0,4,7,0,3,10,107,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2013&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2013,PRE,PUNTING,1
18,Drew Butler,PIT,P,16,726,583,57,45.4,34.3,1,1,1,5,1,2,11,123,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2013&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2013,PRE,PUNTING,1
19,Blake Clingan,DET,P,13,539,501,55,41.5,38.5,0,1,1,6,1,6,4,18,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2013&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2013,PRE,PUNTING,1
20,Chas Henry,TB,P,15,677,499,55,45.1,31.2,1,3,0,0,2,1,9,138,1,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2013&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2013,PRE,PUNTING,1
21,Richard Kent,SD,P,10,500,348,57,50.0,31.6,1,0,1,2,0,0,9,152,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2013&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2013,PRE,PUNTING,1
22,Brad Wing,PHI,P,8,325,292,50,40.6,36.5,0,1,1,3,0,2,4,33,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2013&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2013,PRE,PUNTING,1
23,Jon Ryan,SEA,P,13,647,477,65,49.8,36.7,0,0,1,5,4,3,5,90,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2013&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2013,PRE,PUNTING,1
24,Andy Lee,SF,P,14,641,520,61,45.8,37.1,0,2,0,3,3,2,7,61,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2013&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2013,PRE,PUNTING,1
25,Andrew Shapiro,HOU,P,11,469,446,59,42.6,40.5,0,0,3,6,0,5,3,23,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2013&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2013,PRE,PUNTING,1
26,Robert Malone,NYJ,P,10,450,407,61,45.0,40.7,0,1,0,6,1,3,5,23,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2013&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2013,PRE,PUNTING,1
27,Adam Podlesh,CHI,P,13,595,516,56,45.8,39.7,0,0,1,4,1,2,9,59,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2013&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2013,PRE,PUNTING,1
28,Ryan Quigley,NYJ,P,10,438,407,69,43.8,40.7,0,1,1,4,1,2,5,11,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2013&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2013,PRE,PUNTING,1
29,Michael Koenen,TB,P,9,433,380,56,48.1,42.2,0,0,0,2,0,2,7,53,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2013&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2013,PRE,PUNTING,1
30,Brett Kern,TEN,P,13,554,493,57,42.6,37.9,0,2,1,4,0,3,7,61,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2013&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2013,PRE,PUNTING,1
30,Mike Scifres,SD,P,12,554,450,55,46.2,34.6,1,1,2,2,2,2,5,64,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2013&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2013,PRE,PUNTING,1
32,Sam Martin,DET,P,11,535,512,61,48.6,46.5,0,1,2,4,0,2,6,23,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2013&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2013,PRE,PUNTING,1
33,Donnie Jones,PHI,P,11,531,465,58,48.3,42.3,0,0,1,5,2,3,5,26,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2013&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2013,PRE,PUNTING,1
34,Brian Stahovich,BUF,P,3,124,106,47,41.3,35.3,0,0,1,2,0,0,2,18,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2013&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2013,PRE,PUNTING,1
35,Jordan Gay,CAR,P,9,371,255,48,41.2,28.3,0,2,0,2,0,2,5,116,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2013&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2013,PRE,PUNTING,1
36,Bryan Anger,JAC,P,11,477,417,60,43.4,37.9,0,2,0,5,2,4,3,20,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2013&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2013,PRE,PUNTING,1
37,Spencer Benton,DAL,P,4,116,112,35,29.0,28.0,0,0,2,1,0,0,2,4,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2013&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2013,PRE,PUNTING,1
37,Kevin Huber,CIN,P,10,464,394,60,46.4,39.4,0,0,0,3,1,3,6,50,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2013&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2013,PRE,PUNTING,1
39,Tress Way,CHI,P,6,229,195,51,38.2,32.5,0,1,0,1,1,1,3,14,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2013&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2013,PRE,PUNTING,1
40,Brett Baer,STL,K,7,316,306,60,45.1,38.3,1,2,1,1,0,1,3,10,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2013&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2013,PRE,PUNTING,1
41,Ryan Allen,NE,P,9,413,313,56,45.9,34.8,0,2,1,4,1,1,4,80,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2013&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2013,PRE,PUNTING,1
42,Marquette King,OAK,P,7,375,317,61,53.6,45.3,0,0,0,1,2,0,5,18,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2013&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2013,PRE,PUNTING,1
43,Chris Kluwe,OAK,P,7,326,262,57,46.6,37.4,0,0,1,1,0,0,6,64,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2013&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2013,PRE,PUNTING,1
48,Colton Schmidt,SF,P,5,243,178,62,48.6,35.6,0,0,0,2,0,0,5,65,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2013&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2013,PRE,PUNTING,1
45,T.J. Conley,CLE,P,2,80,80,43,40.0,40.0,0,0,2,1,0,0,0,0,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2013&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2013,PRE,PUNTING,1
46,Shane Lechler,HOU,P,6,288,264,60,48.0,44.0,0,0,2,2,0,0,4,24,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2013&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2013,PRE,PUNTING,1
47,Will Batson,ARI,P,1,53,53,53,53.0,53.0,0,0,0,1,0,0,1,0,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2013&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2013,PRE,PUNTING,1
48,Colton Schmidt,CLE,P,1,49,49,49,49.0,49.0,0,0,1,1,0,0,0,0,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2013&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2013,PRE,PUNTING,1
49,Reggie Nelson,CIN,FS,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2013&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2013,PRE,PUNTING,1
1,Dave Zastudil,ARI,P,112,5209,4634,70,46.5,41.4,0,7,13,46,8,36,48,415,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=REG&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,REG,PUNTING,1
2,Bryan Anger,JAC,P,91,4353,3758,73,47.8,40.8,1,6,11,31,5,29,40,495,2,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=REG&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,REG,PUNTING,1
3,Donnie Jones,HOU,P,88,4150,3567,66,47.2,40.5,0,10,10,28,5,15,48,483,1,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=REG&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,REG,PUNTING,1
4,Chas Henry,PHI,P,16,776,612,62,48.5,38.3,0,0,1,2,0,1,14,164,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=REG&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,REG,PUNTING,1
5,Mike Scifres,SD,P,81,3914,3412,66,48.3,40.6,3,5,14,30,7,15,40,362,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=REG&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,REG,PUNTING,1
6,Sam Koch,BAL,P,83,3911,3388,60,47.1,40.8,0,8,6,28,7,13,49,383,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=REG&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,REG,PUNTING,1
7,Dustin Colquitt,KC,P,83,3887,3385,71,46.8,40.8,0,8,19,45,7,22,27,362,2,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=REG&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,REG,PUNTING,1
8,Brett Kern,TEN,P,81,3855,3350,71,47.6,40.4,2,13,9,30,5,15,39,405,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=REG&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,REG,PUNTING,1
9,Robert Malone,NYJ,P,84,3848,3313,61,45.8,38.5,2,11,10,27,8,24,31,375,1,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=REG&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,REG,PUNTING,1
10,Shane Lechler,OAK,P,81,3826,3196,68,47.2,39.0,1,4,7,21,9,16,45,450,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=REG&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,REG,PUNTING,1
11,Reggie Hodges,CLE,P,90,3766,3343,58,41.8,37.1,0,14,12,29,4,26,34,343,1,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=REG&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,REG,PUNTING,1
12,Johnny Hekker,STL,P,82,3756,3274,68,45.8,39.9,0,19,6,22,4,12,41,402,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=REG&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,REG,PUNTING,1
13,Brandon Fields,MIA,P,74,3715,3051,67,50.2,41.2,0,6,5,29,9,11,43,484,1,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=REG&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,REG,PUNTING,1
14,Thomas Morstead,NO,P,74,3707,3196,70,50.1,43.2,0,15,10,20,6,12,31,391,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=REG&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,REG,PUNTING,1
15,Kevin Huber,CIN,P,76,3540,3190,69,46.6,42.0,0,9,19,33,7,14,27,210,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=REG&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,REG,PUNTING,1
16,Pat McAfee,IND,P,73,3520,2985,64,48.2,40.3,1,10,9,26,8,14,32,375,1,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=REG&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,REG,PUNTING,1
16,Shawn Powell,BUF,P,65,2860,2475,62,44.0,38.1,0,15,7,23,2,14,27,345,1,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=REG&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,REG,PUNTING,1
18,Michael Koenen,TB,P,76,3440,2880,64,45.3,37.4,1,8,6,22,6,16,40,440,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=REG&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,REG,PUNTING,1
19,Nick Harris,DET,P,67,2783,2522,58,41.5,37.6,0,7,8,21,1,23,28,241,1,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=REG&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,REG,PUNTING,1
20,Adam Podlesh,CHI,P,81,3399,3195,64,42.0,39.4,0,7,18,34,6,25,25,84,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=REG&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,REG,PUNTING,1
21,Drew Butler,PIT,P,77,3374,2948,79,43.8,37.8,1,9,12,26,6,20,30,306,1,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=REG&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,REG,PUNTING,1
22,Brian Moorman,DAL,P,56,2497,2180,64,44.6,38.9,0,11,7,22,3,11,24,257,1,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=REG&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,REG,PUNTING,1
23,Brad Nortman,CAR,P,76,3267,2809,63,43.0,36.5,1,4,8,20,7,20,37,318,1,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=REG&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,REG,PUNTING,1
24,Chris Kluwe,MIN,P,72,3237,2856,59,45.0,39.7,0,4,13,18,2,12,41,341,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=REG&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,REG,PUNTING,1
25,Andy Lee,SF,P,67,3226,2897,66,48.1,43.2,0,2,7,36,4,18,36,249,1,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=REG&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,REG,PUNTING,1
26,Mat McBriar,PHI,P,55,2560,2042,66,46.5,36.5,1,5,3,13,7,14,26,378,1,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=REG&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,REG,PUNTING,1
27,Britton Colquitt,DEN,P,67,3105,2822,67,46.3,42.1,0,3,10,27,4,17,33,203,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=REG&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,REG,PUNTING,1
28,Tim Masthay,GB,P,70,3043,2764,65,43.5,38.9,1,7,8,30,5,26,24,179,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=REG&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,REG,PUNTING,1
29,Sav Rocca,WAS,P,68,2984,2604,61,43.9,37.2,2,3,4,22,3,19,39,320,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=REG&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,REG,PUNTING,1
30,Jon Ryan,SEA,P,65,2963,2651,73,45.6,40.8,0,9,7,30,3,17,29,252,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=REG&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,REG,PUNTING,1
31,Matt Bosher,ATL,P,60,2847,2526,63,47.5,40.7,2,3,4,22,4,23,26,241,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=REG&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,REG,PUNTING,1
32,Steve Weatherford,NYG,P,58,2757,2284,68,47.5,39.4,0,4,5,22,6,5,38,353,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=REG&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,REG,PUNTING,1
33,Zoltan Mesko,NE,P,60,2585,2311,62,43.1,37.9,1,1,11,28,6,19,23,154,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=REG&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,REG,PUNTING,1
34,Chris Jones,DAL,P,12,542,520,60,45.2,40.0,1,2,1,6,0,4,5,22,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=REG&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,REG,PUNTING,1
35,Ben Graham,DET,P,6,248,171,46,41.3,28.5,0,1,0,2,0,2,3,77,1,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=REG&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,REG,PUNTING,1
36,Nate Kaeding,MIA,K,1,35,15,35,35.0,15.0,0,0,0,0,1,0,0,0,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=REG&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,REG,PUNTING,1
37,Jason Hanson,DET,K,3,118,108,46,39.3,36.0,0,0,0,1,0,1,2,10,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=REG&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,REG,PUNTING,1
38,Dan Carpenter,MIA,K,1,29,29,29,29.0,29.0,0,0,1,1,0,0,0,0,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=REG&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,REG,PUNTING,1
39,Ben Roethlisberger,PIT,QB,1,26,26,26,26.0,26.0,0,0,1,1,0,0,0,0,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=REG&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,REG,PUNTING,1
1,Sam Koch,BAL,P,22,1013,755,60,46.0,34.3,0,3,4,8,4,3,8,178,1,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=POST&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,POST,PUNTING,1
2,Chris Kluwe,MIN,P,5,248,231,56,49.6,46.2,0,0,1,1,0,0,4,17,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=POST&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,POST,PUNTING,1
3,Tim Masthay,GB,P,12,490,465,52,40.8,38.8,0,0,1,5,0,7,4,25,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=POST&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,POST,PUNTING,1
4,Britton Colquitt,DEN,P,5,244,222,59,48.8,44.4,0,0,1,3,0,1,3,22,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=POST&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,POST,PUNTING,1
5,Kevin Huber,CIN,P,5,233,219,53,46.6,43.8,0,0,0,3,0,3,2,14,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=POST&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,POST,PUNTING,1
6,Zoltan Mesko,NE,P,10,443,415,64,44.3,41.5,0,1,1,6,0,4,4,28,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=POST&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,POST,PUNTING,1
7,Pat McAfee,IND,P,4,194,137,53,48.5,34.3,0,0,0,0,0,0,4,57,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=POST&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,POST,PUNTING,1
8,Sav Rocca,WAS,P,4,193,174,53,48.3,43.5,0,1,0,0,0,1,2,19,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=POST&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,POST,PUNTING,1
9,Donnie Jones,HOU,P,8,308,276,48,38.5,34.5,0,1,1,3,1,1,4,12,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=POST&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,POST,PUNTING,1
10,Andy Lee,SF,P,9,443,369,62,49.2,41.0,0,0,0,3,2,0,7,34,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=POST&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,POST,PUNTING,1
11,Jon Ryan,SEA,P,6,214,182,50,35.7,30.3,0,1,2,2,1,0,2,12,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=POST&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,POST,PUNTING,1
12,Matt Bosher,ATL,P,4,174,130,48,43.5,32.5,0,0,0,1,0,1,3,44,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=POST&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,POST,PUNTING,1
1,Zoltan Mesko,NE,P,28,1317,1255,54,47.0,44.8,0,5,1,11,1,5,16,42,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,PRE,PUNTING,1
2,Drew Butler,PIT,P,28,1284,1075,61,45.9,38.4,0,1,3,6,3,5,16,149,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,PRE,PUNTING,1
3,Steve Weatherford,NYG,P,28,1273,1128,64,45.5,40.3,0,4,3,9,3,5,13,85,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,PRE,PUNTING,1
4,Brandon Fields,MIA,P,24,1157,1000,64,48.2,41.7,0,0,2,6,2,4,16,117,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2012&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=PUNTING&conference=null&d-447263-p=1,2012,PRE,PUNTING,1
