11,Ryan Succop,TEN,K,5,341,0,68.2,2,40.0,3,27.0,0,0,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2015&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=KICKING&conference=null&d-447263-p=1,2015,PRE,KICKING,1
12,Dan Bailey,DAL,K,9,613,0,68.1,4,44.4,5,36.8,1,0,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2015&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=KICKING&conference=null&d-447263-p=1,2015,PRE,KICKING,1
12,Tom Obarski,CIN,K,14,953,0,68.1,5,35.7,9,29.4,0,0,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2015&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=KICKING&conference=null&d-447263-p=1,2015,PRE,KICKING,1
14,Matt Bosher,ATL,P,19,1290,0,67.9,6,31.6,13,24.5,0,0,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2015&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=KICKING&conference=null&d-447263-p=1,2015,PRE,KICKING,1
15,Matt Wile,CAR,K,7,473,0,67.6,2,28.6,5,29.0,0,0,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2015&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=KICKING&conference=null&d-447263-p=1,2015,PRE,KICKING,1
16,Karl Schmitz,TB,P,2,135,0,67.5,0,0.0,2,26.5,0,0,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2015&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=KICKING&conference=null&d-447263-p=1,2015,PRE,KICKING,1
17,Robbie Gould,CHI,K,21,1408,0,67.0,8,38.1,13,20.6,0,0,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2015&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=KICKING&conference=null&d-447263-p=1,2015,PRE,KICKING,1
18,Brandon McManus,DEN,K,16,1062,0,66.4,10,62.5,6,24.2,0,0,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2015&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=KICKING&conference=null&d-447263-p=1,2015,PRE,KICKING,1
19,Chandler Catanzaro,ARI,K,20,1322,0,66.1,13,65.0,7,23.7,0,0,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2015&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=KICKING&conference=null&d-447263-p=1,2015,PRE,KICKING,1
19,Mike Meyer,TEN,K,14,925,0,66.1,3,21.4,11,21.5,0,0,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2015&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=KICKING&conference=null&d-447263-p=1,2015,PRE,KICKING,1
19,Jason Myers,JAC,K,12,793,0,66.1,8,66.7,4,21.8,0,0,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2015&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=KICKING&conference=null&d-447263-p=1,2015,PRE,KICKING,1
22,Andrew Franks,MIA,K,10,660,0,66.0,8,80.0,2,21.0,0,0,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2015&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=KICKING&conference=null&d-447263-p=1,2015,PRE,KICKING,1
23,Ty Long,WAS,K,6,395,0,65.8,2,33.3,4,23.3,0,0,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2015&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=KICKING&conference=null&d-447263-p=1,2015,PRE,KICKING,1
24,Jordan Gay,BUF,K,18,1182,0,65.7,10,55.6,8,20.3,0,0,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2015&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=KICKING&conference=null&d-447263-p=1,2015,PRE,KICKING,1
25,Mason Crosby,GB,K,21,1377,0,65.6,8,38.1,13,27.2,0,0,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2015&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=KICKING&conference=null&d-447263-p=1,2015,PRE,KICKING,1
26,Blair Walsh,MIN,K,23,1503,0,65.3,11,47.8,12,23.8,0,0,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2015&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=KICKING&conference=null&d-447263-p=1,2015,PRE,KICKING,1
27,Travis Coons,CLE,K,7,456,0,65.1,4,57.1,3,27.0,0,0,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2015&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=KICKING&conference=null&d-447263-p=1,2015,PRE,KICKING,1
27,Nick Folk,NYJ,K,18,1172,1,65.1,3,16.7,14,24.7,0,0,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2015&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=KICKING&conference=null&d-447263-p=1,2015,PRE,KICKING,1
27,Sebastian Janikowski,OAK,K,9,586,1,65.1,6,66.7,2,28.0,0,0,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2015&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=KICKING&conference=null&d-447263-p=1,2015,PRE,KICKING,1
27,Carey Spear,CLE,K,7,456,0,65.1,3,42.9,4,27.3,0,0,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2015&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=KICKING&conference=null&d-447263-p=1,2015,PRE,KICKING,1
31,Michael Koenen,TB,P,3,195,0,65.0,2,66.7,1,24.0,0,0,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2015&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=KICKING&conference=null&d-447263-p=1,2015,PRE,KICKING,1
31,Justin Manton,BAL,K,1,65,0,65.0,1,100.0,0,--,0,0,0,http://www.nfl.com/stats/categorystats?tabSeq=0&season=2015&seasonType=PRE&d-447263-n=2&d-447263-o=2&statisticCategory=KICKING&conference=null&d-447263-p=1,2015,PRE,KICKING,1
