week	team1	team2	home	what row do we find team1 in team2	what is team 2 in the previous row	does team1 in first row = team2 in dup row?	row number
12	ATL	TB	TRUE	7	ATL	TRUE	355
12	BAL	HOU	TRUE	8	BAL	TRUE	356
12	BUF	KC	FALSE	25	BUF	TRUE	357
12	CAR	NYJ	FALSE	30	CAR	TRUE	358
12	CHI	PHI	FALSE	3	CHI	TRUE	359
12	CIN	CLE	TRUE	4	CIN	TRUE	360
12	CLE	CIN	FALSE	28	CLE	TRUE	361
12	DAL	LAC	TRUE	24	DAL	TRUE	362
12	DEN	OAK	FALSE	18	DEN	TRUE	363
12	DET	MIN	TRUE	2	DET	TRUE	364
12	GB	PIT	FALSE	29	GB	TRUE	365
12	HOU	BAL	FALSE	16	HOU	TRUE	366
12	IND	TEN	TRUE	19	IND	TRUE	367
12	JAC	ARI	FALSE	14	JAC	TRUE	368
12	KC	BUF	TRUE	22	KC	TRUE	369
12	LAC	DAL	FALSE	11	LAC	TRUE	370
12	LAR	NO	TRUE	15	LAR	TRUE	371
12	MIA	NE	FALSE	31	MIA	TRUE	372
12	MIN	DET	FALSE	23	MIN	TRUE	373
12	NE	MIA	TRUE	17	NE	TRUE	374
12	NO	LAR	FALSE	21	NO	TRUE	375
12	NYG	WAS	FALSE	10	NYG	TRUE	376
12	NYJ	CAR	TRUE	5	NYJ	TRUE	377
12	OAK	DEN	TRUE	32	OAK	TRUE	378
12	PHI	CHI	TRUE	33	PHI	TRUE	379
12	PIT	GB	TRUE	9	PIT	TRUE	380
12	SEA	SF	FALSE	13	SEA	TRUE	381
12	SF	SEA	TRUE	6	SF	TRUE	382
12	TB	ATL	FALSE	20	TB	TRUE	383
12	TEN	IND	FALSE	26	TEN	TRUE	384
12	WAS	NYG	TRUE	27	WAS	TRUE	385
13	ARI	LAR	TRUE	12	ARI	TRUE	386
13	ATL	MIN	TRUE	7	ATL	TRUE	387
13	BAL	DET	TRUE	8	BAL	TRUE	388
13	BUF	NE	TRUE	25	BUF	TRUE	389
13	CAR	NO	FALSE	30	CAR	TRUE	390
13	CHI	SF	TRUE	3	CHI	TRUE	391
13	CIN	PIT	TRUE	4	CIN	TRUE	392
13	CLE	LAC	FALSE	28	CLE	TRUE	393
13	DAL	WAS	TRUE	24	DAL	TRUE	394
13	DEN	MIA	FALSE	18	DEN	TRUE	395
13	DET	BAL	FALSE	2	DET	TRUE	396
13	GB	TB	TRUE	29	GB	TRUE	397
13	HOU	TEN	FALSE	16	HOU	TRUE	398
13	IND	JAC	FALSE	19	IND	TRUE	399
13	JAC	IND	TRUE	14	JAC	TRUE	400
13	KC	NYJ	FALSE	22	KC	TRUE	401
13	LAC	CLE	TRUE	11	LAC	TRUE	402
13	LAR	ARI	FALSE	15	LAR	TRUE	403
13	MIA	DEN	TRUE	31	MIA	TRUE	404
13	MIN	ATL	FALSE	23	MIN	TRUE	405
13	NE	BUF	FALSE	17	NE	TRUE	406
13	NO	CAR	TRUE	21	NO	TRUE	407
13	NYG	OAK	FALSE	10	NYG	TRUE	408
13	NYJ	KC	TRUE	5	NYJ	TRUE	409
13	OAK	NYG	TRUE	32	OAK	TRUE	410
13	PHI	SEA	FALSE	33	PHI	TRUE	411
13	PIT	CIN	FALSE	9	PIT	TRUE	412
13	SEA	PHI	TRUE	13	SEA	TRUE	413
13	SF	CHI	FALSE	6	SF	TRUE	414
13	TB	GB	FALSE	20	TB	TRUE	415
13	TEN	HOU	TRUE	26	TEN	TRUE	416
13	WAS	DAL	FALSE	27	WAS	TRUE	417
14	ARI	TEN	TRUE	12	ARI	TRUE	418
